genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Metastyliolina,412.300,391.900,4,0,NaN
Metathisbites,221.500,215.560,5,0,NaN
Metatibetites,221.500,205.600,1,0,NaN
Metatirolites,242.000,235.000,1,0,NaN
Metatrichopteridium,183.000,182.000,1,1,0.0027
Metaxia,23.030,0.012,6,3,0.0021
Metaxyspongia,516.000,513.000,1,0,NaN
Metelipora,290.100,279.500,1,0,NaN
Metengonoceras,112.030,89.300,27,0,NaN
Meteoraspis,513.000,501.000,1,1,0.2500
Metichthyocrinus,345.300,345.000,4,0,NaN
Metis,48.600,40.400,1,0,NaN
Metoedischia,272.500,268.000,1,1,0.0094
Metoicoceras,99.600,89.300,12,1,0.0215
Metopaster,99.600,65.500,6,2,0.0082
Metophiceras,252.300,251.300,27,0,NaN
Metopolichas,466.000,452.000,5,3,0.0062
Metoptoma,409.100,314.600,2,0,NaN
Metorthis,478.600,468.100,4,0,NaN
Metotoceras,252.300,251.300,1,0,NaN
Metradolium,37.200,33.900,2,0,NaN
Metrarabdotos,33.900,1.6,10,1,0.0020
Metriomphalus,201.600,155.700,7,4,0.0062
Metriophyllum,383.700,306.950,11,9,0.0103
Metula,65.500,1.6,44,15,0.0037
Metulella,15.970,2.588,27,21,0.0086
Metuonella,23.030,11.608,24,21,0.0010
Metussuria,251.300,247.200,3,0,NaN
Mexicella,513.000,501.000,2,1,0.0364
Mexicoceras,268.000,259.000,3,0,NaN
Meyerella,140.200,136.400,2,0,NaN
Meyeria,125.450,70.600,3,0,NaN
Mezenalicula,272.500,268.000,1,1,0.0161
Mezenoedischia,272.500,268.000,2,2,0.0055
Mezorulganites,318.100,314.600,1,0,NaN
Mezounia,428.200,426.200,2,0,NaN
Miamia,318.100,306.950,15,15,0.0582
Miaopopsis,466.000,460.900,1,0,NaN
Micaidelia,279.500,272.500,1,1,0.0029
Micantapex,5.332,2.588,5,0,NaN
Michela,55.800,37.200,23,21,0.0078
Michelia,436.000,412.300,8,0,NaN
Michelinia,388.100,252.300,9,4,0.0257
Michelinoceras,471.800,242.000,62,7,0.1890
Mickwitzia,520.000,513.000,17,0,NaN
Micrabacia,99.600,65.500,101,0,NaN
Micracanthoceras,150.800,145.500,9,0,NaN
Micradites,161.200,155.700,1,0,NaN
Micragnostus,488.300,468.100,38,21,0.0444
Micranellum,6.1,0.012,3,1,0.0005
Micranthaxia,201.600,196.500,1,1,0.0238
Micraphelia,279.500,259.000,7,5,0.4170
Micraster,99.600,65.500,10,3,0.0239
Micrelenchus,37.200,0.781,4,0,NaN
Micrentoma,326.400,318.100,1,0,NaN
Micreschara,70.600,65.500,1,0,NaN
Microantyx,360.700,295.000,3,0,NaN
Microastraeum,466.000,460.900,1,0,NaN
Microblastidium,105.300,99.600,2,0,NaN
Microcaracrinus,305.900,279.500,2,0,NaN
Microcardium,37.200,3.5,15,4,0.0023
Microcheilinella,360.700,251.300,11,1,0.0126
Microchilina,449.500,445.600,3,0,NaN
Microcirce,0.126,0.012,1,1,0.0012
Microcladina,125.450,112.030,1,0,NaN
Microcolus,23.030,15.970,1,0,NaN
Microconchus,251.300,247.200,4,4,0.0715
Microcornus,516.000,513.000,6,0,NaN
Microcyclus,391.900,388.100,1,0,NaN
Microcythere,13.650,11.608,9,0,NaN
Microcytherura,13.650,3.600,31,0,NaN
Microderoceras,196.500,183.000,2,0,NaN
Microdictyon,520.000,505.000,12,7,0.0024
Microdiscula,0.012,0.000,1,0,NaN
Microdiscus,513.000,501.000,1,0,NaN
Microdoma,313.800,306.950,4,1,0.0776
Microdrillia,55.800,0.781,64,37,0.0025
Microfulgur,58.700,55.800,2,1,0.0028
Microgaza,85.800,2.588,16,15,0.0263
Micromacula,196.500,189.600,1,0,NaN
Micromenetus,0.781,0.012,3,0,NaN
Micromithrax,55.800,33.900,2,0,NaN
Micromitra,530.000,488.300,13,2,0.6516
Micromphalites,167.700,164.700,4,0,NaN
Micronectes,83.500,70.600,2,0,NaN
Microparia,466.000,445.600,19,8,0.1613
Microphyllia,189.600,93.500,10,6,0.1428
Microplasma,428.200,416.000,6,0,NaN
Micropora,70.600,1.6,8,1,0.0020
Microporella,5.7,0.012,8,3,0.0023
Microporina,0.781,0.126,2,0,NaN
Microptychis,313.800,306.950,8,2,0.0008
Microryctocara,513.000,501.000,4,0,NaN
Microschiza,201.600,109.000,5,0,NaN
Microscutellum,412.300,409.100,5,0,NaN
Microsmilia,136.400,93.500,2,0,NaN
Microsolena,171.600,93.500,17,4,0.0663
Microsolenastraea,140.200,136.400,1,1,0.0290
Microsphaeridiorhynchus,426.200,418.700,23,0,NaN
Microsphaerispongia,265.000,259.000,1,1,0.0714
Microspongia,466.000,422.900,2,0,NaN
Microstagon,48.600,40.400,2,0,NaN
Microstele,33.900,28.400,1,0,NaN
Microstelma,3.6,3.5,2,2,0.0027
Microstilifer,23.030,20.430,1,0,NaN
Microsurcula,55.800,28.400,21,20,0.0039
Microtaphrus,61.700,58.700,1,0,NaN
Microtrigonia,83.500,65.500,5,0,NaN
Microvoluta,58.700,5.332,3,0,NaN
Mictophyllum,383.700,376.100,2,0,NaN
Mictosaukia,494.000,488.300,5,0,NaN
Middalya,272.500,268.000,3,0,NaN
Middendorfia,33.900,28.400,1,0,NaN
Middlemissithyris,136.400,130.000,3,3,0.0912
Mikadotrochus,11.608,5.332,1,0,NaN
Miklukhoceras,279.500,272.500,1,1,0.0357
Mikrocidaris,235.000,221.500,1,1,0.0420
Mila,436.000,426.200,1,0,NaN
Millardicurus,488.300,478.600,1,0,NaN
Millepora,23.030,0.781,5,3,0.0386
Milleratia,452.000,449.500,1,0,NaN
Millericrinus,164.700,155.700,2,0,NaN
Milleroceras,303.400,298.900,1,0,NaN
Milneria,2.588,0.012,3,0,NaN
Miltha,85.800,0.126,100,20,0.0147
Milthona,23.030,15.970,1,0,NaN
Miltoceras,196.500,183.000,14,1,1.0000
Miltonella,265.000,259.000,1,0,NaN
Mimachlamys,136.400,0.012,77,8,0.0101
Mimagoniatites,409.100,391.900,11,0,NaN
Mimelater,205.600,201.600,1,1,0.0303
Mimella,478.600,445.600,17,1,0.0212
Mimema,196.500,189.600,1,1,0.0120
Mimimitoceras,360.700,345.300,3,3,0.0717
Mimocryphaeus,422.900,418.700,1,0,NaN
Mimocystites,478.600,455.800,2,0,NaN
Mimospira,478.600,445.600,2,0,NaN
Minelcana,145.500,140.200,2,0,NaN
Minepharus,235.000,221.500,1,0,NaN
Minervaecystis,488.300,466.000,2,0,NaN
Minetrigonia,235.000,201.600,15,0,NaN
Mingenewia,290.100,272.500,3,2,0.6124
Mingyuexiaceras,254.000,252.300,1,0,NaN
Minilya,305.900,254.000,58,31,0.0447
Minispongia,265.000,259.000,7,7,0.0546
Minnivola,11.608,5.332,1,0,NaN
Minolia,15.970,0.012,6,4,0.0117
Minorella,247.200,242.000,5,5,0.0320
Minormalletia,21.700,11.608,2,0,NaN
Minytropis,85.800,83.500,2,2,1.0000
Mioawateria,15.970,11.608,9,9,0.0032
Miocardiopsis,55.800,11.608,4,0,NaN
Miocidaris,247.200,221.500,9,9,0.0118
Miodontiscus,11.608,0.781,6,2,0.0559
Mioerycina,23.030,2.588,9,2,0.0001
Mioloptera,254.000,252.300,5,4,0.2465
Miolopterina,254.000,252.300,2,2,0.0255
Mioloptoides,254.000,252.300,2,1,0.0104
Miomatoneura,272.500,268.000,2,2,0.0094
Miomelon,33.900,11.608,28,0,NaN
Miomina,235.000,221.500,1,1,0.0909
Miopila,19.000,15.900,1,0,NaN
Mirachelus,7.246,1.6,4,4,0.0039
Miraclathurella,11.3,3.5,16,4,0.0022
Miracopteron,279.500,272.500,2,2,0.0275
Miraculum,402.500,388.100,1,0,NaN
Miralda,23.030,0.012,10,3,0.0012
Mirascapha,55.800,48.600,1,0,NaN
Miraspis,457.500,422.900,6,1,0.0088
Miritubus,466.000,460.900,1,0,NaN
Mirochiliticus,259.000,252.300,3,0,NaN
Mirorthis,449.500,439.000,3,0,NaN
Mischoptera,311.450,306.950,1,1,1.0000
Missisquoia,488.300,478.600,1,0,NaN
Mistia,33.900,28.400,1,1,0.0714
Mitchellia,388.100,383.700,1,0,NaN
Mitonia,93.500,89.300,5,0,NaN
Mitorthoceras,339.400,318.100,1,1,0.9375
Mitra,61.700,0.00427,195,36,0.0018
Mitraria,15.970,2.588,5,0,NaN
Mitratoma,15.970,11.608,1,0,NaN
Mitrella,58.700,0.012,180,61,0.0065
Mitreola,48.600,40.400,3,0,NaN
Mitrocystella,466.000,457.500,3,0,NaN
Mitrocystites,466.000,455.800,4,0,NaN
Mitrodendron,125.450,112.030,1,0,NaN
Mitrolumna,48.600,1.7,4,2,0.0055
Mitromorpha,7.246,0.012,16,1,0.0052
Mixopterus,428.200,416.000,6,0,NaN
Mixtipecten,85.800,61.700,24,3,0.0357
Miyagipecten,11.608,5.332,3,0,NaN
Mizuhopecten,15.970,0.781,56,10,0.0252
Mjoesina,449.500,445.600,2,0,NaN
Mnestia,55.800,28.400,39,29,0.0015
Moapacrinus,295.000,279.500,3,0,NaN
Modestella,112.030,109.000,1,0,NaN
Modestospira,466.000,463.500,1,0,NaN
Modiella,409.100,383.700,31,1,0.0035
Modiolarca,11.608,3.600,3,0,NaN
Modiolaria,40.400,15.900,4,1,0.0178
Modiolatus,0.126,0.012,1,0,NaN
Modiolodon,460.900,449.500,3,0,NaN
Modiolopsis,488.300,412.300,126,18,0.0397
Modiolula,33.900,1.806,28,8,0.0008
Modiolus,409.100,0.000,819,310,0.0159
Modiomorpha,460.900,336.000,211,43,0.0301
Modocia,513.000,488.300,35,14,0.2743
Modulus,23.030,0.012,35,13,0.0054
Moelleria,0.781,0.012,3,1,0.0007
Moerella,55.800,0.000,133,61,0.0057
Moffitites,112.030,109.000,12,0,NaN
Mogulia,254.000,252.300,1,0,NaN
Mohrensternia,15.970,5.332,4,1,0.1667
Moira,5.1,0.012,2,1,0.0009
Mojsisovicsteuthis,242.000,235.000,1,0,NaN
Mojsvaroceras,251.300,247.200,2,0,NaN
Molleria,3.600,2.588,1,0,NaN
Mollesella,478.600,468.100,1,0,NaN
Mollisonia,513.000,501.000,2,0,NaN
Molongella,416.000,412.300,2,1,0.0593
Molongia,422.900,409.100,24,0,NaN
Molopophorus,55.800,7.246,57,0,NaN
Moltkia,70.600,65.500,2,0,NaN
Monacanthites,251.300,247.200,2,0,NaN
Monalaria,43.000,37.200,14,0,NaN
Monanocephalus,513.000,501.000,2,0,NaN
Monaster,298.900,272.500,3,0,NaN
Monelasmina,383.700,376.100,2,1,0.0022
Mongolochonetes,279.500,272.500,2,2,0.2287
Mongolosia,279.500,272.500,2,0,NaN
Mongousia,272.500,268.000,2,1,0.5714
Monilea,23.030,0.000,10,0,NaN
Moniliopsis,40.400,0.012,5,0,NaN
Monitilora,55.800,2.588,12,0,NaN
Monobolina,478.600,457.500,22,18,0.5367
Monoceratina,388.100,37.200,87,7,0.0270
Monocheilus,501.000,488.300,23,6,0.2357
Monoclimacis,436.000,391.900,13,0,NaN
Monocuphus,164.700,161.200,2,0,NaN
Monodiadema,164.700,161.200,3,2,0.0159
Monodonta,70.600,0.012,5,2,0.0006
Monograptus,460.900,409.100,455,11,0.5759
Monophorus,28.400,0.012,2,2,0.0111
Monophyllites,247.200,235.000,11,0,NaN
Monopleura,140.200,136.400,2,0,NaN
Monoplex,18.2,0.012,104,62,0.0069
Monoptygma,48.600,40.400,1,1,0.0067
Monorakos,478.600,449.500,2,0,NaN
Monorthis,478.600,460.900,7,1,0.0280
Monostiolum,3.600,2.588,1,0,NaN
Monotis,235.000,201.600,90,0,NaN
Monotrypa,457.500,221.500,17,1,0.0093
Monotrypella,457.500,449.500,1,0,NaN
Monsalveiceras,125.450,112.030,1,1,1.0000
Monsardithyris,167.700,164.700,2,1,0.0403
Montacuta,15.970,0.781,16,3,0.0031
Montanuralia,279.500,272.500,1,1,0.0182
Montastrea,145.500,0.781,147,98,0.0663
Monticlarella,140.200,136.400,14,14,0.0087
Monticulifera,265.000,252.300,7,1,0.0385
Monticulipora,460.900,443.700,2,0,NaN
Montipora,37.200,0.119,6,0,NaN
Montlivaltia,201.600,37.200,80,22,0.0846
Montlivaltoides,125.450,112.030,2,0,NaN
Montospira,326.400,290.100,8,0,NaN
Mooreanteris,303.400,303.400,2,0,NaN
Moorefieldella,345.000,336.000,1,0,NaN
Mooreina,318.100,314.600,1,0,NaN
Moorellina,161.200,155.700,1,1,0.0092
Mooreoceras,268.000,265.000,2,2,0.0632
Moorites,313.800,252.300,18,0,NaN
Moravisphinctes,150.800,145.500,2,0,NaN
Morea,83.500,65.500,49,40,0.0027
Moremanoceras,99.600,93.500,2,0,NaN
Moretiella,125.450,112.030,1,0,NaN
Moretispongia,125.450,112.030,1,0,NaN
Morgatia,460.900,457.500,7,0,NaN
Moridunia,478.600,471.800,1,0,NaN
Moridunoceras,478.600,471.800,1,1,0.3556
Morinorhynchus,428.200,418.700,8,0,NaN
Morphastrea,140.200,112.030,3,1,0.0145
Morphoceras,167.700,164.700,2,0,NaN
Morphotropis,436.000,428.200,1,0,NaN
Morrisipecten,290.100,265.000,6,0,NaN
Morrowites,93.500,89.300,8,0,NaN
Mortensenites,161.200,155.700,1,0,NaN
Mortoniceras,109.000,83.500,92,30,0.0267
Mortoniceratoides,109.000,105.300,1,0,NaN
Morula,23.030,0.000,10,3,0.0008
Morum,40.400,0.012,43,21,0.0018
Moselopterus,409.100,402.500,2,0,NaN
Moskoviacrocrinus,306.950,303.400,1,1,0.5000
Moundocrinus,305.900,303.400,1,0,NaN
Mourlonia,466.000,254.000,60,19,0.1061
Mourlonopsis,279.500,259.000,8,1,0.0500
Moutonithyris,145.500,136.400,20,18,0.0470
Mucophyllum,422.900,416.000,4,0,NaN
Mucopraeca,376.100,370.600,1,0,NaN
Mucronalia,61.700,0.012,2,1,0.0012
Mucronaspis,455.800,443.700,25,4,0.0262
Mucroserpula,93.500,89.300,1,0,NaN
Mucrospirifer,409.100,382.400,446,99,0.0555
Muellerina,11.608,3.600,7,0,NaN
Muensterites,242.000,232.000,8,1,0.2286
Muensteroceras,353.800,339.400,9,3,0.0202
Mufushania,516.000,505.000,1,0,NaN
Mulinia,37.200,0.00427,199,57,0.0623
Mullericeras,252.300,251.300,6,0,NaN
Multicarinophyllum,391.900,388.100,1,0,NaN
Multicolumnastraea,99.600,65.500,4,0,NaN
Multicostella,460.900,443.700,2,0,NaN
Multiporina,33.900,0.012,2,0,NaN
Multiptyxis,155.700,109.000,5,2,0.0490
Mummaspis,516.000,513.000,2,2,1.0000
Munditia,33.900,28.400,1,0,NaN
Munditiella,0.012,0.000,1,0,NaN
Munida,48.600,7.246,3,0,NaN
Munidopsis,55.800,33.900,2,0,NaN
Munija,505.000,501.000,1,1,1.0000
Munseyella,23.030,1.9,3,1,0.0235
Muracypraea,20.430,2.588,40,12,0.0043
Murchisonella,55.800,20.430,2,1,0.0004
Murchisonia,478.600,252.300,27,3,0.0368
Muregina,5.332,2.588,5,0,NaN
Murex,125.450,0.000,116,51,0.0032
Murexiella,40.400,0.126,72,2,0.0028
Murexsul,33.900,2.588,13,3,0.0040
Muricanthus,33.900,0.012,8,0,NaN
Muricidea,23.030,15.970,1,0,NaN
Muricopsis,61.700,0.012,26,11,0.0072
Muriferella,416.000,388.100,6,1,0.0059
Murihikua,227.500,201.600,4,0,NaN
Murinella,463.500,460.900,5,5,0.0098
Murphitys,89.300,65.500,12,0,NaN
Murravia,37.200,33.900,3,0,NaN
Murrayina,15.970,3.600,2,0,NaN
Mursia,28.400,23.030,2,0,NaN
Musculista,2.588,0.012,3,0,NaN
Musculium,0.126,0.012,1,0,NaN
Musculus,155.700,0.000,75,28,0.0076
Mussa,23.030,0.781,4,3,0.0549
Mussismilia,28.400,2.588,4,3,0.0327
Mutationella,416.000,388.100,22,0,NaN
Muteluma,85.800,83.500,1,1,0.0038
Mutiella,125.450,99.600,3,2,0.0010
Mutilus,11.608,5.332,6,0,NaN
Mya,130.000,0.000,369,41,0.0749
Myadesma,33.900,28.400,3,0,NaN
Myadora,33.900,0.126,15,5,0.0184
Myalina,391.900,221.500,54,15,0.0347
Myalinella,388.100,252.300,6,2,0.0399
Mycedium,0.119,0.119,1,0,NaN
Mycetophyllia,28.400,0.781,18,16,0.0408
Mycteroptila,279.500,272.500,2,2,0.0111
Myelodactylus,428.200,422.900,1,0,NaN
Myinda,488.300,478.600,1,0,NaN
Myindella,488.300,478.600,1,0,NaN
Mylacris,311.450,306.950,4,3,0.0169
Myllita,11.608,5.332,1,0,NaN
Myloceras,105.300,99.600,19,0,NaN
Myobarbum,70.600,65.500,18,17,0.0037
Myocaris,457.500,443.700,3,0,NaN
Myochama,3.600,2.588,2,2,0.0055
Myoconcha,268.000,112.030,59,25,0.0041
Myodakryotus,457.500,455.800,2,0,NaN
Myodelthyrium,295.000,279.500,11,1,0.5000
Myofossa,326.400,272.500,24,5,0.0229
Myonia,318.100,252.300,128,33,0.0326
Myopholas,201.600,99.600,12,5,0.0110
Myophorella,189.600,122.460,215,97,0.0598
Myophoria,391.900,183.000,110,16,0.0348
Myophoricardium,247.200,205.600,5,4,0.0671
Myophorigonia,232.000,221.500,2,0,NaN
Myophoriopis,247.200,201.600,14,1,0.0080
Myoplusia,466.000,418.700,14,0,NaN
Myrakeena,5.332,0.012,10,1,0.0099
Myrene,155.700,145.500,10,4,0.0190
Myriapora,33.900,28.400,1,0,NaN
Myriophyllia,140.200,112.030,2,1,0.0145
Myriophyllum,189.600,183.000,2,2,0.1111
Myriotrochites,161.200,28.400,5,0,NaN
Myriozoum,23.030,15.970,1,0,NaN
Myrtea,105.300,1.7,132,95,0.0129
Mysella,48.600,0.000,54,9,0.0017
Mysidiella,212.000,205.600,2,2,0.0845
Mysidioptera,251.300,212.000,11,1,0.0033
Mysterioceras,466.000,460.900,2,0,NaN
Mysterostropha,5.332,3.600,1,0,NaN
Mystriopora,70.600,65.500,1,0,NaN
Mytilarca,445.600,360.700,37,0,NaN
Mytilaster,15.970,0.012,3,0,NaN
Mytiloceramus,175.600,164.700,65,0,NaN
Mytiloconcha,19.4,2.588,4,0,NaN
Mytiloides,112.030,83.500,37,1,0.0256
Mytilon,65.500,61.700,1,0,NaN
Mytilopsis,33.900,0.000,14,1,0.0010
Mytilosootus,55.800,48.600,1,0,NaN
Mytilus,418.700,0.000,433,54,0.0106
Myttonia,478.600,457.500,3,0,NaN
Myurella,33.900,15.970,10,0,NaN
Nabiaoia,391.900,388.100,1,0,NaN
Nacekomia,311.450,306.950,1,1,0.0526
Nacella,70.600,0.000,37,9,0.0296
Nactocrinus,360.700,353.800,1,1,0.1169
Nadiastrophia,416.000,391.900,26,15,0.0531
Naefia,85.800,70.600,11,0,NaN
Nagaoella,122.460,109.000,23,0,NaN
Nahannagnostus,501.000,488.300,9,0,NaN
Nahannicephalus,501.000,488.300,5,0,NaN
Nahecaris,409.100,402.500,1,0,NaN
Nahoniella,290.100,279.500,1,0,NaN
Naiadites,336.000,306.950,8,1,0.0417
Nakamuranaia,145.500,99.600,3,0,NaN
Nakimusiella,254.000,252.300,1,0,NaN
Nalivkinia,460.900,428.200,20,0,NaN
Nambuccalinus,298.900,295.000,6,0,NaN
Nammalites,251.300,247.200,13,0,NaN
Namurodiapha,318.100,314.600,1,1,0.1250
Namuroningxia,318.100,314.600,1,1,0.0041
Namuropyge,360.700,326.400,2,1,0.0133
Namurotypus,318.100,314.600,1,1,0.3750
Nanacythere,201.600,189.600,1,0,NaN
Nanahughmilleria,443.700,409.100,11,0,NaN
Nanaochlamys,15.970,7.246,6,1,0.0286
Nanchengella,520.000,516.000,1,0,NaN
Nangaoia,516.000,505.000,1,0,NaN
Nangaops,516.000,505.000,2,0,NaN
Nanggulania,48.600,37.200,2,0,NaN
Nankinolithus,466.000,445.600,14,1,0.0582
Nannamoria,28.400,2.588,17,0,NaN
Nannirhynchia,183.000,182.000,1,1,0.5781
Nanno,463.500,449.500,4,0,NaN
Nannobelus,167.700,164.700,2,0,NaN
Nannoblattina,196.500,130.000,3,3,0.1633
Nannodiella,20.430,0.000,24,9,0.0022
Nannoidella,5.332,3.600,1,0,NaN
Nannoodes,183.000,182.000,1,0,NaN
Nannopeltis,488.300,468.100,9,0,NaN
Nannosteinmannites,212.000,205.600,1,0,NaN
Nannotanyderus,183.000,182.000,3,3,0.0648
Nannotrichopteron,183.000,182.000,1,1,0.0027
Nannovascoceras,93.500,89.300,7,0,NaN
Nanogyra,196.500,136.400,199,164,0.0623
Nanonavis,201.600,83.500,11,2,0.1352
Nanorthis,488.300,476.800,23,3,0.5949
Nanothyris,416.000,412.300,3,0,NaN
Naos,428.200,422.900,1,0,NaN
Napaeana,93.500,89.300,1,0,NaN
Napulus,83.500,65.500,58,44,0.0056
Naraoia,520.000,505.000,66,22,0.0203
Nargunella,412.300,409.100,2,0,NaN
Naricopsina,167.700,65.500,9,3,0.0985
Narkema,311.450,306.950,1,1,0.0182
Narona,23.030,0.012,28,8,0.0021
Nasocephalus,501.000,488.300,3,0,NaN
Nassa,40.400,0.012,92,5,0.0071
Nassaria,58.700,0.781,14,2,0.0298
Nassarina,20.430,1.7,11,3,0.0008
Nassarius,65.500,0.00427,978,311,0.0105
Nassichukites,212.000,205.600,2,0,NaN
Nassicola,19.000,15.900,2,0,NaN
Nassoviocrinus,422.900,418.700,4,0,NaN
Natasia,478.600,466.000,3,0,NaN
Nathorstites,242.000,232.000,47,3,0.8190
Natica,201.600,0.000,571,177,0.0114
Naticarius,55.800,0.012,139,58,0.0095
Naticonema,443.700,383.700,15,11,0.0064
Naticopsis,449.500,232.000,99,35,0.0135
Natiria,313.800,247.200,9,0,NaN
Nautilus,339.400,0.781,36,9,0.0190
Nayadina,48.600,37.200,1,0,NaN
Neaeroporomya,48.600,40.400,3,0,NaN
Neamphitomaria,83.500,70.600,3,0,NaN
Neancyloceras,70.600,65.500,1,0,NaN
Nebraskacrinus,290.100,279.500,1,0,NaN
Nebrioides,183.000,182.000,1,0,NaN
Necopinocrinus,290.100,279.500,1,0,NaN
Necrocarcinus,99.600,85.800,4,0,NaN
Necrogomphus,183.000,182.000,1,1,0.3333
Necronectes,33.900,11.608,3,1,1.0000
Necrotaulius,205.600,130.000,19,19,0.0054
Nectoptilus,311.450,306.950,1,1,0.0526
Nefocoenia,122.460,112.030,1,0,NaN
Nefophyllia,89.300,85.800,1,0,NaN
Nehalemia,33.900,28.400,1,1,0.0714
Nehevblattella,93.500,89.300,1,1,0.1000
Neilo,83.500,15.970,37,9,0.0503
Neilonella,37.200,2.588,15,0,NaN
Neilsonia,345.300,252.300,5,1,0.0743
Neithea,201.600,65.500,109,33,0.0118
Nejdia,183.000,175.600,1,0,NaN
Nekewis,70.600,37.200,5,1,0.0060
Nellia,65.500,1.6,10,5,0.0031
Nelltia,99.600,89.300,6,0,NaN
Nemagraptus,501.000,456.100,20,4,0.0657
Nematopora,445.600,254.000,12,7,0.0046
Nematoporella,449.500,443.700,2,0,NaN
Nematotrypa,460.900,318.100,2,0,NaN
Nemesa,409.100,391.900,1,0,NaN
Nemoarca,83.500,70.600,3,3,0.0065
Nemocardium,125.450,2.588,235,62,0.0095
Nemodon,125.450,37.200,229,200,0.0157
Nenoticidaris,171.600,167.700,1,0,NaN
Neoaganides,305.900,252.300,10,0,NaN
Neoagnostus,488.300,478.600,3,0,NaN
Neoastieria,122.460,112.030,2,0,NaN
Neobeyrichia,421.300,416.000,7,0,NaN
Neobolus,516.000,513.000,8,0,NaN
Neocallichirus,48.600,5.332,4,0,NaN
Neocalmonia,388.100,383.700,2,0,NaN
Neocamptocrinus,295.000,254.000,11,1,1.0000
Neocampylites,161.200,155.700,1,0,NaN
Neocardioceras,99.600,93.500,2,2,0.0103
Neocaudites,20.430,1.9,8,2,0.0333
Neochetoceras,150.800,145.500,1,0,NaN
Neochonetes,345.000,252.300,276,155,0.2422
Neochoristella,254.000,252.300,1,1,0.0625
Neocolumbites,251.300,247.200,9,0,NaN
Neocomiceramus,125.450,103.300,7,0,NaN
Neocomites,145.500,130.000,18,0,NaN
Neoconophyllia,247.200,242.000,5,5,0.0036
Neoconularia,272.500,268.000,1,0,NaN
Neocosmoceras,145.500,140.200,2,0,NaN
Neocrania,421.300,53.000,3,0,NaN
Neocrassina,196.500,140.200,66,46,0.0297
Neocrimites,290.100,252.300,7,1,0.1786
Neocrioceras,93.500,83.500,4,0,NaN
Neocucullograptus,421.300,418.700,2,0,NaN
Neocycloceras,259.000,252.300,3,0,NaN
Neocymatoceras,33.900,28.400,1,1,1.0000
Neocypricardinia,345.300,339.400,3,0,NaN
Neocyrtina,247.200,242.000,3,3,0.0102
Neocystiphyllum,428.200,422.900,3,0,NaN
Neocytherideis,20.430,11.608,6,0,NaN
Neodeshayesites,112.030,109.000,3,0,NaN
Neodidymites,215.560,212.000,1,0,NaN
Neodimorphoceras,306.950,295.000,13,0,NaN
Neodiplograptus,443.700,421.300,2,0,NaN
Neodonaldina,189.600,183.000,21,20,0.0012
Neoepigoniceras,70.600,65.500,1,0,NaN
Neofouquea,311.450,306.950,1,1,1.0000
Neogastroplites,105.300,93.500,6,0,NaN
Neogauthiericeras,83.500,70.600,1,0,NaN
Neogeoceras,279.500,265.000,4,1,1.0000
Neoglassoceras,254.000,252.300,1,0,NaN
Neoglobithyris,383.700,376.100,1,0,NaN
Neoglyphioceras,339.400,326.400,1,0,NaN
Neograhamites,83.500,65.500,9,0,NaN
Neoguraleus,19.000,0.781,11,0,NaN
Neoharpoceras,105.300,99.600,3,3,0.0035
Neohaustator,5.332,3.600,1,0,NaN
Neohibolites,112.030,109.000,3,1,0.2955
Neohimavatites,215.560,212.000,13,0,NaN
Neohoploceras,140.200,136.400,2,1,1.0000
Neoicoceras,318.100,314.600,1,0,NaN
Neoimbricaria,23.030,15.970,5,0,NaN
Neoinoceramus,33.900,5.332,1,0,NaN
Neoisorophusella,318.100,272.500,2,1,0.4473
Neokentroceras,105.300,99.600,2,0,NaN
Neokloedenella,388.100,383.700,1,0,NaN
Neokoninckophyllum,306.950,295.000,3,0,NaN
Neokotoceras,70.600,65.500,1,0,NaN
Neokunmingella,516.000,513.000,1,0,NaN
Neolagenipora,5.332,2.588,1,0,NaN
Neolepton,2.588,0.000,5,0,NaN
Neolichas,439.000,428.200,3,0,NaN
Neoliomopterum,254.000,252.300,1,1,1.0000
Neolissoceras,140.200,136.400,1,0,NaN
Neolobites,99.600,93.500,8,0,NaN
Neomegalodon,242.000,235.000,1,0,NaN
Neomeridium,196.500,189.600,2,2,0.0753
Neomicrorbis,99.600,89.300,2,0,NaN
Neomiodon,167.700,140.200,22,2,0.2535
Neomonoceratina,11.608,7.246,20,20,0.0477
Neomorphotis,247.200,242.000,1,0,NaN
Neonesidea,13.650,7.246,30,21,0.0178
Neopachydiscus,70.600,65.500,1,0,NaN
Neopalaeaster,345.300,342.800,2,1,1.0000
Neophlycticeras,105.300,99.600,15,11,0.0190
Neophricadothyris,295.000,290.100,1,0,NaN
Neophyllites,201.600,196.500,1,0,NaN
Neoplatycrinus,290.100,279.500,1,0,NaN
Neoplatyteichum,326.400,265.000,8,4,0.3095
Neoplicatifera,279.500,254.000,23,0,NaN
Neopolypora,290.100,279.500,1,0,NaN
Neopopanoceras,268.000,252.300,8,1,0.1087
Neoprionoceras,161.200,155.700,1,0,NaN
Neoprobolium,409.100,402.500,2,0,NaN
Neoproetus,295.000,290.100,1,0,NaN
Neopronorites,303.400,279.500,14,7,0.0676
Neoprotrachyceras,235.000,221.500,1,0,NaN
Neopsilocephalina,478.600,466.000,3,0,NaN
Neoptychites,93.500,89.300,13,4,0.0228
Neoptyxis,130.000,112.030,1,0,NaN
